up,dn,up_id,dn_id,basin,dist_km,coupling,obs_lag_h,pred_lag_h,Tp,cg_ms
21,15,44086,44025,Mid-Atlantic,512.4528131721249,0.4261899047187289,4,22.83085,7.986751,6.234897
22,15,44087,44025,Mid-Atlantic,439.94246860406685,0.4297341411504998,3,23.338871,6.707402,5.2361674
23,15,44088,44025,Mid-Atlantic,430.520477223768,0.5677012414810554,1,19.79518,7.738783,6.04132
24,15,44089,44025,Mid-Atlantic,334.5062581155564,0.6816939772055515,6,15.191083,7.835268,6.116641
26,15,44095,44025,Mid-Atlantic,535.5991366428522,0.42198199436725836,4,24.103767,7.906664,6.1723766
27,15,44099,44025,Mid-Atlantic,432.6016129257177,0.5218378426737466,5,19.933935,7.722065,6.028269
28,15,44100,44025,Mid-Atlantic,492.3896667154932,0.43363173363198787,3,22.077923,7.93577,6.1950984
17,16,44062,44056,Mid-Atlantic,269.1954735968152,0.3612722994757642,6,14.518143,6.597738,5.150557
18,16,44063,44056,Mid-Atlantic,313.9626277554183,0.21395019944409624,7,18.061928,6.185178,4.8284903
16,19,44056,44065,Mid-Atlantic,495.6062985102526,0.34448476620121243,11,21.504738,8.200514,6.401772
20,16,44072,44056,Mid-Atlantic,121.69937101079832,0.5163414949179169,3,6.0592513,7.146736,5.579135
22,16,44087,44056,Mid-Atlantic,100.78845699472491,0.7638773124905167,2,4.703817,7.6242785,5.951931
16,23,44056,44088,Mid-Atlantic,90.72249714693565,0.8339847988369159,1,3.828319,8.432284,6.582705
16,24,44056,44089,Mid-Atlantic,176.43558832680282,0.6994803509697194,0,7.3567343,8.533741,6.6619077
16,25,44056,44091,Mid-Atlantic,432.1886909036993,0.40318886499993517,2,18.54158,8.294019,6.474767
17,19,44062,44065,Mid-Atlantic,307.9984109343565,0.3927656524857339,3,18.669125,5.8703346,4.582706
17,20,44062,44072,Mid-Atlantic,151.23551591083267,0.49721180645658725,2,12.311885,4.3708673,3.4121392
17,21,44062,44086,Mid-Atlantic,297.3981071762855,0.38406075768532927,7,16.422352,6.443787,5.0303745
17,22,44062,44087,Mid-Atlantic,170.10389836298305,0.5587164513797193,2,12.591815,4.806891,3.7525234
17,23,44062,44088,Mid-Atlantic,256.9174935910107,0.43965790188158943,6,14.770935,6.1890507,4.8315134
17,24,44062,44089,Mid-Atlantic,130.36770927446148,0.44901132452671194,3,7.4152374,6.255807,4.883627
17,25,44062,44091,Mid-Atlantic,265.1656735995196,0.45846888731270313,3,15.737629,5.995375,4.68032
17,26,44062,44095,Mid-Atlantic,326.4864228342187,0.3793628373904532,7,18.26249,6.3612657,4.965954
17,27,44062,44099,Mid-Atlantic,192.3764377745214,0.4827139379162136,4,11.152992,6.1376033,4.791351
17,28,44062,44100,Mid-Atlantic,265.7439469162979,0.39732987544621423,6,15.027965,6.2921863,4.9120264
18,19,44063,44065,Mid-Atlantic,282.27986148636205,0.37206446647546126,7,18.413034,5.4549766,4.258455
18,20,44063,44072,Mid-Atlantic,196.5718145148307,0.319577606030786,2,18.00076,3.8856955,3.0333877
18,21,44063,44086,Mid-Atlantic,341.59119469539456,0.24498540516319356,8,20.109432,6.0442886,4.7185044
18,22,44063,44087,Mid-Atlantic,215.3156357054876,0.3253716308083426,3,17.787893,4.307144,3.3623936
18,23,44063,44088,Mid-Atlantic,297.1927929159321,0.2948901278234832,10,18.272757,5.7872543,4.517849
18,24,44063,44089,Mid-Atlantic,166.13054443782954,0.369584621782808,5,10.111543,5.846156,4.5638313
18,25,44063,44091,Mid-Atlantic,247.23008271990304,0.37009306443288154,7,15.751849,5.5848064,4.359807
18,26,44063,44095,Mid-Atlantic,370.6733669602046,0.249762308896773,8,22.126547,5.960958,4.653452
18,27,44063,44099,Mid-Atlantic,236.45704398228816,0.32008978870093285,6,14.692997,5.726381,4.470328
18,28,44063,44100,Mid-Atlantic,310.17113652889003,0.2554538824785746,9,18.816772,5.8653584,4.5788217
20,19,44072,44065,Mid-Atlantic,416.415477062927,0.2856934361650762,2,23.065718,6.423892,5.0148435
21,19,44086,44065,Mid-Atlantic,508.2947280937177,0.4373248324498871,5,22.567587,8.014359,6.25645
22,19,44087,44065,Mid-Atlantic,425.4932090783511,0.41111779757323225,2,22.029945,6.8725452,5.3650866
23,19,44088,44065,Mid-Atlantic,429.2196991177829,0.5625430793258419,1,19.610138,7.7882037,6.0799003
24,19,44089,44065,Mid-Atlantic,322.49880795601615,0.704638336306046,4,14.568263,7.8769603,6.149189
26,19,44095,44065,Mid-Atlantic,532.9069241075567,0.4296171331161165,5,23.877949,7.9413204,6.1994314
27,19,44099,44065,Mid-Atlantic,422.1410125669197,0.5310622135583875,5,19.32208,7.7739544,6.0687766
28,19,44100,44065,Mid-Atlantic,485.97893830605074,0.44396658090777064,4,21.697754,7.969682,6.2215724
20,21,44072,44086,Mid-Atlantic,153.27731241680095,0.5146659959288932,4,7.818299,6.97596,5.445818
20,23,44072,44088,Mid-Atlantic,142.78343715145544,0.5258532710059685,5,7.555344,6.72453,5.249538
20,24,44072,44089,Mid-Atlantic,103.4566704923932,0.48629591014781237,1,5.412471,6.801446,5.309583
20,25,44072,44091,Mid-Atlantic,359.07821755894247,0.35244548780445406,2,19.529066,6.542533,5.107461
20,26,44072,44095,Mid-Atlantic,181.75509496878507,0.5019430409407677,4,9.38029,6.8945937,5.382299
20,28,44072,44100,Mid-Atlantic,120.89401022422317,0.5258385494479451,4,6.270611,6.8601446,5.3554063
22,21,44087,44086,Mid-Atlantic,132.01158725238693,0.7658254269366802,3,6.321256,7.4309964,5.8010445
21,23,44086,44088,Mid-Atlantic,85.64798538742646,0.9105986207153242,1,3.6970317,8.243322,6.435191
21,24,44086,44089,Mid-Atlantic,195.33377869422245,0.7514072545145857,0,8.335665,8.338261,6.509305
21,25,44086,44091,Mid-Atlantic,443.64654836995874,0.5039011563308503,3,19.473585,8.106428,6.328324
27,21,44099,44086,Mid-Atlantic,105.13662636657466,0.8959944201417452,1,4.541131,8.238124,6.431133
22,23,44087,44088,Mid-Atlantic,124.41600382829027,0.7751870529005542,4,6.1732526,7.171344,5.5983453
22,24,44087,44089,Mid-Atlantic,106.44015607606994,0.7026979840098594,1,5.216579,7.26036,5.6678357
22,25,44087,44091,Mid-Atlantic,366.5284022512988,0.5018423332642141,2,18.655071,6.991158,5.457682
22,26,44087,44095,Mid-Atlantic,160.57673089087396,0.7455376577902296,4,7.776932,7.3470445,5.735507
22,28,44087,44100,Mid-Atlantic,99.62436007698071,0.793164226393826,3,4.8289156,7.340984,5.730776
24,23,44089,44088,Mid-Atlantic,134.29486457734944,0.8238175450422566,2,5.8898478,8.113228,6.333632
23,25,44088,44091,Mid-Atlantic,363.59707968734756,0.6388758312465115,0,16.414276,7.882011,6.1531315
26,23,44095,44088,Mid-Atlantic,105.49465709234109,0.8996510656056348,1,4.5934863,8.171963,6.3794837
27,23,44099,44088,Mid-Atlantic,85.5689933218316,0.9020059002031775,2,3.7998722,8.012828,6.255254
24,25,44089,44091,Mid-Atlantic,261.62207689788863,0.7581182382893168,4,11.677674,7.9717994,6.223225
24,26,44089,44095,Mid-Atlantic,223.0574675327391,0.729090240140801,0,9.602386,8.265631,6.4526057
24,27,44089,44099,Mid-Atlantic,99.88457095170563,0.8613652407699477,0,4.3849306,8.105392,6.327515
24,28,44089,44100,Mid-Atlantic,168.371178748363,0.7716651406472251,0,7.2076807,8.312096,6.488879
26,25,44095,44091,Mid-Atlantic,467.78131342042417,0.49509693642201763,3,20.718166,8.033964,6.2717547
27,25,44099,44091,Mid-Atlantic,360.43655274689826,0.6074931293808512,3,16.297054,7.8696985,6.1435194
28,25,44100,44091,Mid-Atlantic,422.2249940026769,0.514572063348537,2,18.623209,8.067292,6.297772
27,26,44099,44095,Mid-Atlantic,134.21649411509378,0.8689256507495188,2,5.8488045,8.165395,6.3743563
29,30,44007,44011,NE,400.90292689110373,0.48760546392158655,12,17.610798,8.100252,6.3235025
31,29,44013,44007,NE,137.53980726855178,0.7306952440133659,1,6.4591565,7.57689,5.914937
32,29,44020,44007,NE,225.80762059660233,0.5493855140169379,4,13.361336,6.0134964,4.694466
29,33,44007,44027,NE,242.58511530935425,0.7089804397349366,5,11.232929,7.6843905,5.998858
29,34,44007,44090,NE,187.99914767560753,0.30824579072029207,1,10.894343,6.1403503,4.793495
29,35,44007,44097,NE,295.7377182466739,0.6391222188207439,0,13.554182,7.763754,6.0608134
29,36,44007,44098,NE,80.65062628289533,0.8423969566803646,0,3.715013,7.724773,6.030383
31,30,44013,44011,NE,368.2627349892145,0.615498012431101,7,16.931355,7.7393494,6.041762
32,30,44020,44011,NE,315.4817040499918,0.651842575280614,10,18.618233,6.0293994,4.706881
33,30,44027,44011,NE,360.6924028578444,0.6064744643542086,3,16.310638,7.868726,6.14276
34,30,44090,44011,NE,326.09413956307935,0.6186984539531226,6,18.803005,6.1709785,4.817405
35,30,44097,44011,NE,384.21624278189046,0.7534494606680991,9,17.216873,7.9407187,6.1989617
36,30,44098,44011,NE,354.9516006654844,0.6873411828374046,7,15.985001,7.9012313,6.168136
32,31,44020,44013,NE,99.19251394752163,0.668314397898773,2,6.217011,5.6772184,4.431949
31,33,44013,44027,NE,346.2087603526296,0.4987643044202174,5,16.777481,7.3425956,5.732034
35,31,44097,44013,NE,158.29217624082017,0.590886134950609,1,7.5644407,7.445965,5.8127294
32,33,44020,44027,NE,393.7109627387966,0.6092280382463806,8,24.720665,5.6670327,4.4239974
32,35,44020,44097,NE,91.75485657929836,0.7640109605062834,1,5.520412,5.914199,4.616949
32,36,44020,44098,NE,145.19143806074644,0.7218224627637971,3,8.84858,5.8385596,4.557901
34,33,44090,44027,NE,366.5083792091061,0.42594332760746983,3,22.539251,5.786058,4.516915
35,33,44097,44027,NE,483.48682958352595,0.7146705850072897,6,22.808533,7.5426793,5.888231
36,33,44098,44027,NE,283.9907237795224,0.7200418441347284,4,13.477257,7.4979234,5.8532915
35,34,44097,44090,NE,117.5559498468547,0.5161164922403284,2,6.933115,6.033295,4.709922
34,36,44090,44098,NE,107.55455626670972,0.6499491304925455,0,6.424741,5.95678,4.65019
35,36,44097,44098,NE,218.61214709608095,0.7156912201656613,1,10.248722,7.59002,5.925187
38,37,41043,41040,Other/Intl,1448.6376692495367,0.2328967748362999,27,55.348507,9.313056,7.2702837
39,37,41044,41040,Other/Intl,980.5466413232981,0.3183138205004398,24,37.190426,9.381568,7.323768
37,43,41040,41052,Other/Intl,1318.5358748185881,0.2928705140659981,1,59.664467,7.8634753,6.1386614
44,37,41053,41040,Other/Intl,1460.997536574138,0.28945742026519494,18,57.152775,9.096002,7.100839
45,37,41056,41040,Other/Intl,1390.1052776857837,0.3012463863042297,19,55.23025,8.955895,6.9914646
37,47,41040,42060,Other/Intl,1112.3022900947965,0.34776055358948954,0,48.46805,8.16593,6.374774
37,48,41040,42085,Other/Intl,1489.8671793356243,0.23144428374643622,9,69.754524,7.599998,5.9329767
39,38,41044,41043,Other/Intl,647.948529148139,0.6275739550488844,2,24.463003,9.424733,7.357465
40,38,41046,41043,Other/Intl,470.1505055342539,0.6155081117268687,9,18.064087,9.261028,7.229668
41,38,41047,41043,Other/Intl,982.6668239589641,0.1774114896872309,30,38.14807,9.165835,7.155355
42,38,41049,41043,Other/Intl,760.1042735372635,0.46351496320228786,19,28.837318,9.379003,7.3217654
38,43,41043,41052,Other/Intl,316.0816999686127,0.40636397005959185,3,14.085824,7.9846416,6.2332506
38,44,41043,41053,Other/Intl,318.2904065485469,0.7492945277186079,7,12.372722,9.1537,7.1458817
38,45,41043,41056,Other/Intl,320.780320281734,0.65431768346445,7,12.64803,9.0245,7.045021
38,46,41043,41115,Other/Intl,393.69922321712113,0.6678262023476549,7,14.9213085,9.388495,7.329176
38,47,41043,42060,Other/Intl,546.8393690365065,0.40504547179431183,4,23.529978,8.26945,6.4555874
38,48,41043,42085,Other/Intl,398.6791244625261,0.18784059731490024,13,18.336927,7.7363353,6.039409
40,39,41046,41044,Other/Intl,1026.8784783286014,0.29358174448566915,13,39.14825,9.333511,7.2862525
41,39,41047,41044,Other/Intl,1458.1999474261013,0.09932576372694,45,56.13857,9.2425995,7.2152815
42,39,41049,41044,Other/Intl,754.4466468536522,0.33544677357874686,23,28.437954,9.439924,7.369324
39,43,41044,41052,Other/Intl,740.4400471110847,0.24233466297910913,4,32.518505,8.102101,6.3249464
39,44,41044,41053,Other/Intl,853.2157519269197,0.5754272914166252,6,32.917236,9.223035,7.2000084
39,45,41044,41056,Other/Intl,804.0598458438885,0.5044377621734205,6,31.428896,9.103274,7.1065164
39,46,41044,41115,Other/Intl,971.4594189191746,0.4401273967790188,4,36.57852,9.45011,7.3772764
39,47,41044,42060,Other/Intl,748.3789639849041,0.3175200339697445,11,31.802872,8.37324,6.5366125
48,39,42085,41044,Other/Intl,924.5927008130676,0.04414728643517509,11,41.827976,7.865421,6.14018
41,40,41047,41046,Other/Intl,519.3714451336431,0.5057668606462951,10,20.445766,9.038847,7.056221
42,40,41049,41046,Other/Intl,731.9421156562806,0.6200993620184956,6,28.057291,9.282594,7.2465034
40,43,41046,41052,Other/Intl,723.97281703116,0.16206343081439026,1,33.130436,7.775592,6.0700545
40,44,41046,41053,Other/Intl,640.2851229470616,0.5606354533162008,20,25.201237,9.040447,7.0574703
40,45,41046,41056,Other/Intl,688.3409739298529,0.42200992468672544,22,27.542006,8.8929615,6.942335
40,46,41046,41115,Other/Intl,617.4282736154157,0.6379989738954687,19,23.646431,9.290932,7.253012
40,47,41046,42060,Other/Intl,982.6084208760383,0.1636937709267998,20,43.23132,8.087613,6.3136353
40,48,41046,42085,Other/Intl,689.7311765742628,0.07131161794716538,12,32.705635,7.5040483,5.8580728
41,42,41047,41049,Other/Intl,907.8470040592555,0.5071979691272579,10,35.15064,9.190048,7.174257
43,41,41052,41047,Other/Intl,1242.1398316367013,0.0845850215375138,48,57.550774,7.6799383,5.995382
41,44,41047,41053,Other/Intl,1149.928524759464,0.27932411166664434,40,45.726204,8.948373,6.985592
41,45,41047,41056,Other/Intl,1202.8381916005455,0.1822760618807475,48,48.66651,8.794585,6.865537
41,46,41047,41115,Other/Intl,1107.4632258840854,0.4189890427944482,40,42.8492,9.19655,7.179333
48,41,42085,41047,Other/Intl,1190.1018833238293,0.05366525915547422,48,57.17463,7.4066043,5.7820024
42,43,41049,41052,Other/Intl,1060.3084447772296,0.0,0,46.947655,8.03631,6.273586
42,44,41049,41053,Other/Intl,1077.7132526850835,0.4941362729149693,30,41.79298,9.175679,7.16304
42,45,41049,41056,Other/Intl,1078.5107754141695,0.41219841888347797,32,42.399326,9.051152,7.0658274
42,46,41049,41115,Other/Intl,1136.9406605821098,0.6021522950035525,30,43.014217,9.405115,7.34215
42,47,41049,42060,Other/Intl,1235.4889944785136,0.10542540865752573,44,52.883255,8.3130245,6.489604
42,48,41049,42085,Other/Intl,1157.0034079450388,0.0,0,52.814995,7.7949934,6.0852003
43,44,41052,41053,Other/Intl,143.19523321024224,0.34471439719004116,0,6.5115585,7.8249574,6.108592
46,43,41115,41052,Other/Intl,266.0766058656846,0.1477926282991846,8,11.80324,8.021281,6.2618537
47,43,42060,41052,Other/Intl,261.09262916187316,0.7517870130871757,3,13.349908,6.959126,5.4326763
43,48,41052,42085,Other/Intl,192.21736484815005,0.707446153144058,6,10.708277,6.3872123,4.9862094
44,46,41053,41115,Other/Intl,125.06485099126562,0.7560615638556035,0,4.8469954,9.181233,7.1673756
44,47,41053,42060,Other/Intl,381.653439208714,0.4321392312255354,2,16.757366,8.104044,6.3264623
44,48,41053,42085,Other/Intl,81.55967213737637,0.17023353425299736,5,3.8272333,7.5827875,5.919541
46,45,41115,41056,Other/Intl,192.12218599654142,0.6713385176546762,2,7.5499196,9.054688,7.0685883
45,47,41056,42060,Other/Intl,314.27705590674276,0.5597803974177523,0,14.122881,7.9182234,6.181401
45,48,41056,42085,Other/Intl,121.47681908925806,0.3563022322777632,5,5.874258,7.3583217,5.7443104
46,47,41115,42060,Other/Intl,483.09687881201614,0.2911030121494515,10,20.702606,8.303239,6.481965
46,48,41115,42085,Other/Intl,96.59667849571983,0.10667867564240918,24,4.42061,7.775322,6.069844
47,48,42060,42085,Other/Intl,388.14860302190004,0.6477546194479703,11,20.59374,6.7065797,5.235525
49,51,46001,46060,Other/Intl,480.71497000139857,0.5086169487743657,3,18.716053,9.139275,7.1346207
53,49,46073,46001,Other/Intl,1496.0428873412018,0.18630325304256476,27,56.897594,9.355963,7.303779
49,54,46001,46076,Other/Intl,357.1604644989569,0.6874256543800942,5,12.73406,9.980099,7.7910137
55,49,46077,46001,Other/Intl,412.38617360876503,0.5378986149382388,5,17.968561,8.166372,6.375119
56,49,46078,46001,Other/Intl,296.2402961083819,0.8266284896559221,6,10.57503,9.967834,7.7814403
49,57,46001,46080,Other/Intl,219.8055954598321,0.8219702025443697,1,7.977014,9.804754,7.654131
58,49,46081,46001,Other/Intl,501.2634082485387,0.3717739287942076,3,22.150642,8.052264,6.2860403
49,59,46001,46082,Other/Intl,465.24964091608234,0.5993218421904567,8,16.354887,10.122246,7.901982
49,60,46001,46083,Other/Intl,639.4386605596525,0.5837386753950062,13,22.337164,10.186131,7.9518538
49,61,46001,46084,Other/Intl,736.4539885053929,0.5543720032792786,15,25.31768,10.35047,8.080146
49,62,46001,46108,Other/Intl,430.1030604054937,0.3574996997009866,0,20.274601,7.548464,5.892746
50,92,46006,46014,W. Coast,1156.1855622031028,0.5075847950309947,27,36.096405,11.397298,8.897358
50,94,46006,46026,W. Coast,1297.0674920765803,0.48614669665064414,31,40.23092,11.472047,8.955711
50,95,46006,46027,W. Coast,1095.2968120119494,0.5283854367551257,24,34.984528,11.14023,8.696676
50,96,46006,46028,W. Coast,1460.932032658935,0.4719788503028526,36,44.852943,11.589838,9.047666
50,97,46006,46029,W. Coast,1201.9167516933549,0.43727934715045186,18,38.193214,11.19764,8.741494
50,98,46006,46041,W. Coast,1250.284945502998,0.4594790760622868,18,39.369854,11.300133,8.821506
50,100,46006,46050,W. Coast,1139.1393177977927,0.4890875848373539,19,36.32043,11.160001,8.7121105
50,105,46006,46088,W. Coast,1406.5229949808556,0.1326326266838183,6,56.25464,8.896657,6.9452195
50,106,46006,46089,W. Coast,1100.708663583684,0.4659721588266726,14,34.559425,11.332981,8.847149
50,107,46006,46097,W. Coast,1155.1683259357417,0.4647525683475956,20,36.692547,11.202264,8.745103
50,108,46006,46098,W. Coast,1097.8264373335774,0.4841368644635657,17,35.03636,11.149438,8.703865
50,109,46006,46099,W. Coast,1240.9872450438736,0.4510507671148252,17,39.396732,11.208448,8.749931
50,110,46006,46100,W. Coast,1207.2464942169026,0.4544673737818628,16,38.251175,11.230252,8.7669525
50,111,46006,46211,W. Coast,1255.550375819152,0.4389222552446716,20,39.35111,11.353128,8.862876
50,112,46006,46213,W. Coast,1071.471977320226,0.48338030446080615,24,32.908554,11.585382,9.044187
50,113,46006,46214,W. Coast,1237.903371974478,0.45686557267149697,30,38.062744,11.572442,9.034084
50,121,46006,46229,W. Coast,1110.69327088605,0.4851753475828531,21,34.884537,11.329206,8.844202
50,124,46006,46237,W. Coast,1312.6151950448586,0.5954947918104418,31,38.112564,12.254839,9.566802
50,125,46006,46239,W. Coast,1415.8782285396956,0.5008025553633763,35,42.71562,11.794446,9.207394
50,126,46006,46240,W. Coast,1419.5262694107362,0.418601811568666,39,43.844345,11.520417,8.993471
50,127,46006,46243,W. Coast,1231.4919565203618,0.483049733040634,19,38.558537,11.364475,8.871735
50,128,46006,46244,W. Coast,1098.3997611674915,0.5109472356206066,25,34.758217,11.24453,8.778098
50,129,46006,46248,W. Coast,1192.022864019714,0.46301338835589007,17,37.428955,11.332227,8.84656
50,137,46006,46267,W. Coast,1370.5978744722584,0.03802218923599305,10,47.54638,10.25725,8.007374
54,51,46076,46060,Other/Intl,135.95847790269102,0.6867823302181707,2,5.3130946,9.10536,7.1081448
55,51,46077,46060,Other/Intl,517.5453690204542,0.3691462191717484,7,25.127682,7.328825,5.721284
56,51,46078,46060,Other/Intl,652.8068394358187,0.4281604140138445,5,25.423737,9.1365795,7.132517
57,51,46080,46060,Other/Intl,351.32708269537545,0.576614341517217,5,13.981094,8.941468,6.9802017
58,51,46081,46060,Other/Intl,84.97889530786941,0.5735920703630778,1,4.5290465,6.676405,5.211969
51,59,46060,46082,Other/Intl,215.35141894667157,0.6049348662236949,2,8.259146,9.277927,7.2428603
51,60,46060,46083,Other/Intl,557.3019562093009,0.42726857907964294,10,21.229164,9.341057,7.292143
51,61,46060,46084,Other/Intl,761.4217041566797,0.3559213712708366,12,28.310574,9.570066,7.47092
62,51,46108,46060,Other/Intl,299.2488491923965,0.27909736911043276,3,16.102726,6.6125875,5.1621494
52,53,46072,46073,Other/Intl,371.8263222692073,0.6646178545010466,3,13.93408,9.495113,7.412408
52,55,46072,46077,Other/Intl,1336.7184719878635,0.1475674188098366,24,56.317062,8.445752,6.5932183
52,56,46072,46078,Other/Intl,1355.7802343092094,0.26611284211531105,28,48.116688,10.026097,7.826923
53,55,46073,46077,Other/Intl,1128.7362217745306,0.18884783491378207,23,52.438572,7.6591396,5.9791455
53,56,46073,46078,Other/Intl,1218.70423553226,0.28841919730798904,25,46.445972,9.336597,7.2886615
53,57,46073,46080,Other/Intl,1368.8720874776382,0.16116646003705976,31,53.153862,9.163607,7.153615
62,53,46108,46073,Other/Intl,1302.6673454776821,0.059264449714848774,31,65.91012,7.032663,5.490083
55,54,46077,46076,Other/Intl,402.0639123775411,0.5548448657439048,8,17.516043,8.167656,6.3761215
56,54,46078,46076,Other/Intl,517.2359378876673,0.5826346666820916,9,18.5713,9.910253,7.7364883
57,54,46080,46076,Other/Intl,215.89503570961588,0.763569167247168,4,7.8784275,9.750827,7.612032
58,54,46081,46076,Other/Intl,144.70591631866893,0.39580467500673183,6,6.388365,8.0599985,6.292078
54,59,46076,46082,Other/Intl,262.4108575378856,0.8155440892198736,3,9.2830305,10.058434,7.8521667
54,60,46076,46083,Other/Intl,588.9212621537046,0.6102988348915765,8,20.706844,10.120026,7.900249
54,61,46076,46084,Other/Intl,772.4728475709234,0.5243628269714977,12,26.728106,10.283795,8.028096
62,54,46108,46076,Other/Intl,215.61719147823393,0.29946036727834247,1,10.133483,7.57117,5.9104714
55,56,46077,46078,Other/Intl,274.82540812856905,0.5545404312363236,1,11.873856,8.235756,6.429284
55,57,46077,46080,Other/Intl,241.2774670835352,0.5985179541446771,5,10.678457,8.039825,6.27633
55,58,46077,46081,Other/Intl,468.05025994729317,0.2047277141090683,1,28.623756,5.8184085,4.5421696
55,59,46077,46082,Other/Intl,656.3673157921038,0.45097549873577136,11,27.993742,8.34304,6.5130363
55,60,46077,46083,Other/Intl,950.6526460855439,0.3769431319551541,19,40.29017,8.3957815,6.5542088
55,61,46077,46084,Other/Intl,1098.7741183323665,0.33068185567895014,22,45.163673,8.656803,6.7579765
55,62,46077,46108,Other/Intl,236.35007169128042,0.47380362129881315,5,14.000258,6.0070057,4.6893992
56,57,46078,46080,Other/Intl,301.48089719297013,0.7705042500745373,5,11.002746,9.749831,7.6112547
56,58,46078,46081,Other/Intl,635.0055086487085,0.30078201681457584,0,27.647665,8.172546,6.379939
56,59,46078,46082,Other/Intl,714.4288656518648,0.49534735022502524,12,25.31168,10.043299,7.8403516
56,60,46078,46083,Other/Intl,932.4875557582914,0.4704085313632784,18,32.84531,10.1020155,7.886189
56,61,46078,46084,Other/Intl,1031.3869484380398,0.4496937932620125,21,35.76978,10.259913,8.009453
56,62,46078,46108,Other/Intl,451.23270040067086,0.356595589910182,7,20.923378,7.6737394,5.9905434
58,57,46081,46080,Other/Intl,338.13360377981746,0.43798112573957015,2,15.304141,7.861723,6.1372933
57,59,46080,46082,Other/Intl,436.45196538933953,0.6154516635673096,7,15.698673,9.8926325,7.722733
57,60,46080,46083,Other/Intl,711.6251160680722,0.5365228591334934,12,25.441547,9.952819,7.7697177
57,61,46080,46084,Other/Intl,857.759305990248,0.5099696888741269,14,30.143301,10.125419,7.9044585
57,62,46080,46108,Other/Intl,211.72250236127766,0.46150811274157144,0,10.123835,7.441497,5.8092422
58,59,46081,46082,Other/Intl,299.739756747399,0.35532339207252317,10,12.791032,8.338292,6.50933
58,60,46081,46083,Other/Intl,641.9825597509947,0.296881643799066,18,27.127714,8.420703,6.573664
58,61,46081,46084,Other/Intl,844.6427255977646,0.26220489970732064,21,34.105846,8.812164,6.87926
58,62,46081,46108,Other/Intl,237.22740286019246,0.2818767726813559,0,18.248396,4.6257114,3.6110847
59,60,46082,46083,Other/Intl,342.376401235559,0.7684799445064756,3,11.88572,10.24983,8.001581
59,61,46082,46084,Other/Intl,546.9224786294153,0.6450873452882419,5,18.711475,10.400546,8.119238
62,59,46108,46082,Other/Intl,476.13574725167416,0.2676176724357878,2,21.775967,7.780217,6.0736656
60,61,46083,46084,Other/Intl,219.62847741371624,0.877704650785737,0,7.473236,10.45727,8.16352
62,60,46108,46083,Other/Intl,803.979328533657,0.2719760815600992,7,36.506187,7.836402,6.1175265
62,61,46108,46084,Other/Intl,982.2457559775053,0.22664796766136386,12,42.84082,8.15832,6.3688335
64,63,51000,51003,Pacific Is.,848.7670745292862,0.6872867401477114,1,28.374506,10.6438465,8.309172
65,63,51001,51003,Pacific Is.,596.0167364784763,0.74173130317966,14,19.890083,10.66253,8.323757
63,66,51003,51002,Pacific Is.,386.31926726741807,0.7126794831861931,7,13.285154,10.347088,8.077506
63,67,51003,51004,Pacific Is.,905.2507323886686,0.6043402560353387,12,30.716013,10.486786,8.186562
68,63,51101,51003,Pacific Is.,584.9442003938505,0.7349914198777031,14,19.56881,10.636247,8.303239
69,63,51201,51003,Pacific Is.,367.86443985779016,0.7449942403008353,4,12.211108,10.719415,8.368165
70,63,51202,51003,Pacific Is.,382.71099758936555,0.6097921176725476,1,13.598399,10.01432,7.8177295
71,63,51207,51003,Pacific Is.,381.30004252117504,0.5955669073242323,2,13.551546,10.011896,7.815837
72,63,51208,51003,Pacific Is.,348.8236746517042,0.7666815999161646,7,11.929012,10.404946,8.122673
74,63,51211,51003,Pacific Is.,352.04710379104233,0.26515984693136657,14,12.170636,10.292618,8.034984
75,63,51212,51003,Pacific Is.,338.869154103829,0.6123576113573685,3,10.191187,11.831659,9.2364435
76,63,51213,51003,Pacific Is.,406.5172085282526,0.5222451754460843,1,12.247821,11.810232,9.219717
65,64,51001,51000,Pacific Is.,847.2131523634916,0.7278196067367152,13,28.19748,10.691059,8.346029
64,66,51000,51002,Pacific Is.,831.0393031726394,0.5587012226604904,8,28.397015,10.413273,8.129173
64,67,51000,51004,Pacific Is.,689.7585598180087,0.6730565791816534,15,23.304438,10.53166,8.221593
68,64,51101,51000,Pacific Is.,851.2475017628361,0.7234410831073822,14,28.39658,10.666653,8.326976
69,64,51201,51000,Pacific Is.,493.7063787048482,0.7940581542325292,2,16.3521,10.7431965,8.38673
64,70,51000,51202,Pacific Is.,467.45080805921157,0.6472175761727443,6,16.448986,10.111956,7.8939486
64,71,51000,51207,Pacific Is.,470.2373062573393,0.651511802102684,6,16.547949,10.111401,7.893515
72,64,51208,51000,Pacific Is.,612.2162310711561,0.767719980366473,4,20.818474,10.463918,8.16871
64,74,51000,51211,Pacific Is.,498.83809280283066,0.12246964933325641,5,17.13907,10.356444,8.08481
75,64,51212,51000,Pacific Is.,514.431864899377,0.5733447712155204,3,15.584825,11.745305,9.169031
64,76,51000,51213,Pacific Is.,455.8947765909408,0.4300477692904965,0,13.848286,11.7140465,9.1446295
65,66,51001,51002,Pacific Is.,935.4798344920254,0.5066130779377537,23,31.926102,10.426219,8.13928
65,67,51001,51004,Pacific Is.,1280.9179187051864,0.4768157688262151,29,43.2194,10.545835,8.232658
